2,78788
2,99763
2,88247
2,93058
3,66026
2,82340
3,61722
1,266543
1,382932
3,73195
1,796366
3,71853
2,82495
2,80391
3,82971
3,70735
1,418279
3,66999
2,93105
3,95159
3,93058
1,198781
2,73195
3,90605
2,85407
3,59578
1,145487
2,90555
1,325980
1,468569
2,90605
2,94862
2,90605
3,58461
3,61578
2,87932
2,54215
2,83767
2,92632
1,120737
2,89941
3,105236
3,90329
1,441773
2,84516
